ds_voxel_size: 0.000000
ds_voxel_size_lc: 0.020000
use_cloud_scale_for_ds: 0
cloud_scale_previuos_cloud_weight: 0.900000
ds_lc_voxel_size_ratio: 2.000000
points_per_cloud_scale: 25
keyframe_threshold_length: 0.005000
keyframe_threshold_angle: 5.000000
keyframe_threshold_fitness: 0.500000
keyframe_threshold_index: 0
scan_matching_method: 0
icp_max_iterations: 25
icp_max_coarse_iterations: 0
icp_max_correspondence_distance: 0.500000
coarse_correspondence_factor: 10
local_map_width: 100
local_map_init_frames_count: 1
imu_topic:/imu/data
use_ins_guess: 0
use_preint_imu_guess: 0
use_lidar_odometry_guess: 1
use_preint_undistortion: 0
sync_offset_ms: 0.000000
translation_std_min_x: 0.010000
translation_std_min_y: 0.010000
translation_std_min_z: 0.010000
gamma_1: 10.000000
gamma_2: 0.500000
gamma_3: 10.000000
gamma_4: 40.000000
gamma_5: 0.500000
time, x, y, z, vx, vy, vz, obs_vx, obs_vy, obs_vz, qw, qx, qy, qz, fitness, residual_x, residual_y, residual_z, residual_qw, residual_qx, residual_qy, residual_qz, cov_x, cov_y, cov_z, bias_acc_x, bias_acc_y, bias_acc_z, bias_ang_x, bias_ang_y, bias_ang_z
1677768983.598399,0.062576,-0.049797,0.004987,0.620982,-0.494169,0.049488,0.000000,0.000000,0.000000,0.999623,-0.027437,-0.000264,0.000661,0.445967,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.003916,0.002480,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768983.699218,0.114178,-0.037948,0.007058,0.517273,0.116745,0.026941,0.000000,0.000000,0.000000,0.999641,-0.026802,-0.000018,0.000593,0.197965,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000946,0.000798,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768983.799058,0.191726,-0.009588,0.010441,0.777448,0.281048,0.049030,0.000000,0.000000,0.000000,0.999712,-0.023773,-0.001108,0.003024,0.175960,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.001562,0.001661,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768983.898898,0.253537,-0.183933,-0.002540,0.608471,-1.742632,-0.214426,0.000000,0.000000,0.000000,0.999947,-0.004496,-0.005750,0.007307,0.152248,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.029081,0.000655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768983.998738,0.307930,-0.107435,-0.005964,0.555811,0.758836,-0.033784,0.000000,0.000000,0.000000,0.999855,-0.014228,-0.006657,0.006507,0.146016,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.006256,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.098578,0.344862,-0.019083,0.009130,0.383750,0.875968,0.171322,0.000000,0.000000,0.000000,0.999919,-0.010355,-0.002312,0.007044,0.083991,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000541,0.002394,0.000246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.198418,0.388272,-0.070198,0.010843,0.423732,-0.513585,0.004449,0.000000,0.000000,0.000000,0.999886,-0.012761,-0.000853,0.008059,0.071687,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000208,0.013333,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.299218,0.459105,0.070489,0.004127,0.732379,1.399482,-0.032677,0.000000,0.000000,0.000000,0.999830,-0.016524,0.000204,0.008200,0.053073,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000255,0.005765,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.399058,0.513930,-0.004993,0.002447,0.549601,-0.782387,-0.042732,0.000000,0.000000,0.000000,0.999613,-0.026178,-0.001039,0.009336,0.069614,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.031401,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.498898,0.572414,0.015579,0.002419,0.589834,0.194941,0.009008,0.000000,0.000000,0.000000,0.999759,-0.018456,0.000171,0.011868,0.090987,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.006638,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.598738,0.651794,0.065970,0.004807,0.808164,0.485302,0.042518,0.000000,0.000000,0.000000,0.999745,-0.009313,0.002818,0.020402,0.063345,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000567,0.001142,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.698580,0.697568,-0.010420,-0.000881,0.427735,-0.782901,-0.068959,0.000000,0.000000,0.000000,0.999518,-0.017752,0.002421,0.025357,0.110817,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000794,0.021679,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.798420,0.764425,0.019290,0.002746,0.677443,0.259355,0.049091,0.000000,0.000000,0.000000,0.999456,-0.014337,0.002472,0.029612,0.047365,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.001852,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.899220,0.821502,0.113353,-0.006738,0.631858,0.916083,-0.065994,0.000000,0.000000,0.000000,0.999381,-0.010415,0.001252,0.033576,0.109538,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.003532,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768984.999060,0.878705,0.000749,0.007077,0.495804,-1.166975,0.115867,0.000000,0.000000,0.000000,0.999058,-0.016901,0.004440,0.039717,0.050434,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000441,0.029424,0.000114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.098900,0.913967,0.154037,0.007333,0.473928,1.502368,0.057642,0.000000,0.000000,0.000000,0.998990,-0.013792,0.007204,0.042143,0.043127,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000537,0.008991,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.198740,0.983947,0.045530,0.004246,0.607837,-1.141398,-0.052263,0.000000,0.000000,0.000000,0.998670,-0.014679,0.005163,0.049152,0.143036,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.041140,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.298580,1.018151,0.166554,-0.010333,0.461673,1.176875,-0.106806,0.000000,0.000000,0.000000,0.998527,-0.014746,0.002756,0.052133,0.064785,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000177,0.000813,0.000145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.398420,1.083372,0.040644,-0.001047,0.513165,-1.312523,0.057525,0.000000,0.000000,0.000000,0.998138,-0.013464,0.005396,0.059253,0.128204,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.063303,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.499220,1.147988,0.109320,0.001051,0.724123,0.606007,0.045909,0.000000,0.000000,0.000000,0.997819,-0.015549,0.005215,0.063945,0.083555,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000411,0.003470,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.599060,1.201538,-0.012252,0.002543,0.376761,-1.276778,-0.019157,0.000000,0.000000,0.000000,0.997249,-0.012659,0.004513,0.072902,0.094928,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000310,0.056016,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.698897,1.264665,0.088173,-0.001222,0.793060,0.928311,-0.007306,0.000000,0.000000,0.000000,0.996589,-0.015755,0.001484,0.080994,0.072542,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000479,0.000362,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.798737,1.342520,0.110117,-0.018501,0.806390,0.096323,-0.165788,0.000000,0.000000,0.000000,0.995823,-0.013386,0.000329,0.090321,0.125971,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000235,0.006363,0.000204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.898577,1.385937,0.078219,-0.007112,0.370253,-0.395748,0.104807,0.000000,0.000000,0.000000,0.994365,-0.012791,0.002181,0.105210,0.099348,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.001573,0.008633,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768985.998417,1.429021,0.112034,-0.006269,0.488308,0.238381,0.017761,0.000000,0.000000,0.000000,0.993743,-0.014975,0.003197,0.110632,0.067197,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000244,0.000100,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.099217,1.471483,0.169184,0.002217,0.540131,0.462352,0.103748,0.000000,0.000000,0.000000,0.994026,-0.015975,0.006063,0.107797,0.088609,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.002313,0.000139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.199057,1.518065,0.157187,-0.000000,0.435142,-0.219145,-0.022406,0.000000,0.000000,0.000000,0.994014,-0.015751,0.007847,0.107828,0.047186,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.001015,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.298897,1.577878,0.229163,-0.002892,0.741411,0.577172,0.002169,0.000000,0.000000,0.000000,0.993896,-0.018688,0.008300,0.108410,0.028527,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000635,0.001709,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.398737,1.633948,0.217145,-0.002663,0.522632,-0.238850,0.004597,0.000000,0.000000,0.000000,0.993680,-0.017818,0.005419,0.110693,0.025560,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.002619,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.498577,1.683261,0.202453,-0.008515,0.450579,-0.250363,-0.060628,0.000000,0.000000,0.000000,0.993388,-0.021298,0.006463,0.112626,0.032817,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000129,0.000841,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.598417,1.749177,0.214013,-0.006528,0.662819,-0.035648,0.029978,0.000000,0.000000,0.000000,0.993445,-0.019962,0.005359,0.112425,0.021995,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000100,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.699225,1.788974,0.327780,-0.018836,0.645001,1.025922,-0.074189,0.000000,0.000000,0.000000,0.993594,-0.017315,0.004251,0.111590,0.018311,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.014363,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.799065,1.884377,0.254103,-0.012855,0.767847,-0.933647,0.038177,0.000000,0.000000,0.000000,0.993200,-0.022670,0.005895,0.114042,0.016078,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000484,0.005730,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.898906,1.930648,0.232467,-0.012944,0.402536,-0.316078,-0.007911,0.000000,0.000000,0.000000,0.992904,-0.025624,0.008872,0.115787,0.026220,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000512,0.000100,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768986.998745,1.978040,0.322281,-0.021338,0.691056,0.792851,-0.031738,0.000000,0.000000,0.000000,0.992911,-0.021785,0.007988,0.116576,0.014862,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.014291,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.098585,2.045728,0.307069,-0.022744,0.639781,-0.312122,-0.013966,0.000000,0.000000,0.000000,0.992695,-0.023815,0.007838,0.118019,0.017773,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000152,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.198426,2.104628,0.328907,-0.014609,0.619934,0.069907,0.097528,0.000000,0.000000,0.000000,0.992584,-0.023376,0.008059,0.119021,0.024928,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.003448,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.299225,2.179904,0.323142,-0.030111,0.722592,-0.227677,-0.150073,0.000000,0.000000,0.000000,0.992412,-0.026800,0.005083,0.119895,0.016080,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000296,0.000100,0.000307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.399065,2.219337,0.377705,-0.015442,0.511325,0.428494,0.177980,0.000000,0.000000,0.000000,0.992497,-0.019715,-0.000021,0.120672,0.016228,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000211,0.003380,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.498905,2.296479,0.353119,-0.024462,0.700639,-0.425935,-0.104974,0.000000,0.000000,0.000000,0.992364,-0.021519,-0.000872,0.121447,0.028458,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.002600,0.000211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.598745,2.338758,0.381116,-0.006223,0.481683,0.163263,0.192985,0.000000,0.000000,0.000000,0.992087,-0.020590,-0.002357,0.123827,0.014826,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000267,0.000552,0.000468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.698599,2.406792,0.390402,-0.013597,0.684179,-0.074305,-0.076804,0.000000,0.000000,0.000000,0.991957,-0.020262,-0.004115,0.124879,0.013550,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000151,0.000171,0.000272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.798439,2.445141,0.451884,-0.006681,0.525259,0.498388,0.088297,0.000000,0.000000,0.000000,0.991884,-0.017835,-0.004803,0.125800,0.054845,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.003697,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.898279,2.506306,0.459363,-0.007432,0.606368,-0.079296,-0.013420,0.000000,0.000000,0.000000,0.991702,-0.017528,-0.005692,0.127231,0.011292,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000756,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768987.999079,2.569976,0.456294,-0.014966,0.609057,-0.187885,-0.086513,0.000000,0.000000,0.000000,0.991453,-0.016847,-0.007810,0.129139,0.012576,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000912,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768988.098919,2.626141,0.469285,-0.009812,0.577944,-0.020036,0.044527,0.000000,0.000000,0.000000,0.991028,-0.015890,-0.013019,0.132067,0.017651,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000100,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768988.198759,2.677134,0.486958,-0.005557,0.540340,0.035792,0.032242,0.000000,0.000000,0.000000,0.990722,-0.013735,-0.012042,0.134671,0.017040,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000173,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768988.298599,2.722379,0.517778,-0.020040,0.532695,0.186823,-0.154859,0.000000,0.000000,0.000000,0.990134,-0.011793,-0.013541,0.138968,0.018757,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000566,0.000215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677768988.398439,2.772756,0.554192,-0.002901,0.606246,0.213094,0.168180,0.000000,0.000000,0.000000,0.989871,-0.014059,-0.009414,0.140961,0.012800,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000200,0.000352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
